id,issue_id,issue_text,issue_category_l1,issue_category_l2,issue_category_l3,vote_answer_id,vote_answer_text,vote_increment,current_vote_flag,vote_timestamp,userid,gender,zip,country,state,city,religion,ethnicity,income,marital,education,sorient,age,left_right,lib_auth,radic_cons,dove_hawk
"14-133-406","133","Should contracts be revoked during a commission that hasn't been resolved yet",Business & Economics,Corporate Ethics,,"406","No",1,"1","2013/03/27 13:08:26","c68c5550695d312f43c3a1621f38dd2a","Female","H2R 2A6","ca","undefined","Villeray Southeast","Other","Caucasian","$40,000 - $69,999","Single","Masters Degree","Straight","31-50","3","3","3","3"
"14-133-406","133","Should contracts be revoked during a commission that hasn't been resolved yet",Society,Population,,"406","No",1,"1","2013/03/27 13:08:26","c68c5550695d312f43c3a1621f38dd2a","Female","H2R 2A6","ca","undefined","Villeray Southeast","Other","Caucasian","$40,000 - $69,999","Single","Masters Degree","Straight","31-50","3","3","3","3"
"1-135-278","135","Should homosexuals be permitted to get married",Politics & Law,Domestic,Civil Rights,"278","No",1,"1","2013/03/28 22:04:46","50347a3f14aea923e9f8eac867fd3bb1","Male","630090","ru","Новосибирская Область","Новосибирск","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"1-135-278","135","Should homosexuals be permitted to get married",Politics & Law,Social,,"278","No",1,"1","2013/03/28 22:04:46","50347a3f14aea923e9f8eac867fd3bb1","Male","630090","ru","Новосибирская Область","Новосибирск","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"1-135-278","135","Should homosexuals be permitted to get married",Society,Religion,,"278","No",1,"1","2013/03/28 22:04:46","50347a3f14aea923e9f8eac867fd3bb1","Male","630090","ru","Новосибирская Область","Новосибирск","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"1-135-278","135","Should homosexuals be permitted to get married",Society,Gender,,"278","No",1,"1","2013/03/28 22:04:46","50347a3f14aea923e9f8eac867fd3bb1","Male","630090","ru","Новосибирская Область","Новосибирск","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"1-135-278","135","Should homosexuals be permitted to get married",Society,Family values,,"278","No",1,"1","2013/03/28 22:04:46","50347a3f14aea923e9f8eac867fd3bb1","Male","630090","ru","Новосибирская Область","Новосибирск","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"13-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Domestic,Civil Rights,"277","Yes",1,"1","2013/04/01 10:08:41","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Social,,"277","Yes",1,"1","2013/04/01 10:08:41","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-135-277","135","Should homosexuals be permitted to get married",Society,Religion,,"277","Yes",1,"1","2013/04/01 10:08:41","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-135-277","135","Should homosexuals be permitted to get married",Society,Gender,,"277","Yes",1,"1","2013/04/01 10:08:41","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-135-277","135","Should homosexuals be permitted to get married",Society,Family values,,"277","Yes",1,"1","2013/04/01 10:08:41","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"14-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Domestic,Civil Rights,"277","Yes",1,"1","2013/04/01 10:15:50","c68c5550695d312f43c3a1621f38dd2a","Female","H2R 2A6","ca","undefined","Villeray Southeast","Other","Caucasian","$40,000 - $69,999","Single","Masters Degree","Straight","31-50","3","3","3","3"
"14-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Social,,"277","Yes",1,"1","2013/04/01 10:15:50","c68c5550695d312f43c3a1621f38dd2a","Female","H2R 2A6","ca","undefined","Villeray Southeast","Other","Caucasian","$40,000 - $69,999","Single","Masters Degree","Straight","31-50","3","3","3","3"
"14-135-277","135","Should homosexuals be permitted to get married",Society,Religion,,"277","Yes",1,"1","2013/04/01 10:15:50","c68c5550695d312f43c3a1621f38dd2a","Female","H2R 2A6","ca","undefined","Villeray Southeast","Other","Caucasian","$40,000 - $69,999","Single","Masters Degree","Straight","31-50","3","3","3","3"
"14-135-277","135","Should homosexuals be permitted to get married",Society,Gender,,"277","Yes",1,"1","2013/04/01 10:15:50","c68c5550695d312f43c3a1621f38dd2a","Female","H2R 2A6","ca","undefined","Villeray Southeast","Other","Caucasian","$40,000 - $69,999","Single","Masters Degree","Straight","31-50","3","3","3","3"
"14-135-277","135","Should homosexuals be permitted to get married",Society,Family values,,"277","Yes",1,"1","2013/04/01 10:15:50","c68c5550695d312f43c3a1621f38dd2a","Female","H2R 2A6","ca","undefined","Villeray Southeast","Other","Caucasian","$40,000 - $69,999","Single","Masters Degree","Straight","31-50","3","3","3","3"
"16-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Domestic,Civil Rights,"277","Yes",1,"1","2013/04/01 16:20:56","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Social,,"277","Yes",1,"1","2013/04/01 16:20:56","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-135-277","135","Should homosexuals be permitted to get married",Society,Religion,,"277","Yes",1,"1","2013/04/01 16:20:56","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-135-277","135","Should homosexuals be permitted to get married",Society,Gender,,"277","Yes",1,"1","2013/04/01 16:20:56","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-135-277","135","Should homosexuals be permitted to get married",Society,Family values,,"277","Yes",1,"1","2013/04/01 16:20:56","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-134-264","134","Should polygamy be allowed",Society,Religion,,"264","Yes",1,"1","2013/04/01 16:23:02","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-134-264","134","Should polygamy be allowed",Society,Gender,,"264","Yes",1,"1","2013/04/01 16:23:02","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-134-264","134","Should polygamy be allowed",Society,Family values,,"264","Yes",1,"1","2013/04/01 16:23:02","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-131-265","131","Do you want world peace",Politics & Law,International,,"265","Yes",1,"1","2013/04/01 16:23:48","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-131-265","131","Do you want world peace",Politics & Law,Ideology,,"265","Yes",1,"1","2013/04/01 16:23:48","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"16-131-265","131","Do you want world peace",Society,,,"265","Yes",1,"1","2013/04/01 16:23:48","aaa0ba7d7167f7578719185c8e570b92","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"13-134-264","134","Should polygamy be allowed",Society,Religion,,"264","Yes",1,"1","2013/04/03 07:25:30","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-134-264","134","Should polygamy be allowed",Society,Gender,,"264","Yes",1,"1","2013/04/03 07:25:30","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"13-134-264","134","Should polygamy be allowed",Society,Family values,,"264","Yes",1,"1","2013/04/03 07:25:30","75d86fccddcd5aa32b4563a8e9befdf9","Male","H2S3A7","ca","undefined","Petite-Patrie Southwest","Jewish","Caucasian","undefined","Single","Masters Degree","Straight","31-50","3","3","3","3"
"17-131-265","131","Do you want world peace",Politics & Law,International,,"265","Yes",1,"1","2013/04/04 07:36:29","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-131-265","131","Do you want world peace",Politics & Law,Ideology,,"265","Yes",1,"1","2013/04/04 07:36:29","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-131-265","131","Do you want world peace",Society,,,"265","Yes",1,"1","2013/04/04 07:36:29","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-134-263","134","Should polygamy be allowed",Society,Religion,,"263","No",1,"1","2013/04/04 07:54:26","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-134-263","134","Should polygamy be allowed",Society,Gender,,"263","No",1,"1","2013/04/04 07:54:26","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-134-263","134","Should polygamy be allowed",Society,Family values,,"263","No",1,"1","2013/04/04 07:54:26","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Domestic,Civil Rights,"277","Yes",1,"1","2013/04/04 07:54:38","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-135-277","135","Should homosexuals be permitted to get married",Politics & Law,Social,,"277","Yes",1,"1","2013/04/04 07:54:38","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-135-277","135","Should homosexuals be permitted to get married",Society,Religion,,"277","Yes",1,"1","2013/04/04 07:54:38","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-135-277","135","Should homosexuals be permitted to get married",Society,Gender,,"277","Yes",1,"1","2013/04/04 07:54:38","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-135-277","135","Should homosexuals be permitted to get married",Society,Family values,,"277","Yes",1,"1","2013/04/04 07:54:38","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-133-404","133","Should contracts be revoked during a commission that hasn't been resolved yet",Politics & Law,Domestic,,"404","Yes.",1,"1","2013/04/04 07:55:14","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-133-404","133","Should contracts be revoked during a commission that hasn't been resolved yet",Politics & Law,Economic,,"404","Yes.",1,"1","2013/04/04 07:55:14","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-133-404","133","Should contracts be revoked during a commission that hasn't been resolved yet",Business & Economics,Corporate Ethics,,"404","Yes.",1,"1","2013/04/04 07:55:14","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-133-404","133","Should contracts be revoked during a commission that hasn't been resolved yet",Society,Population,,"404","Yes.",1,"1","2013/04/04 07:55:14","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-132-259","132","Should the Canadian Federal Government be able to control how government-employed scientists communicate with media and the public",Politics & Law,Domestic,Civil Rights,"259","Yes, the government can set communications policy for it's scientists.",1,"1","2013/04/04 07:57:03","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-132-259","132","Should the Canadian Federal Government be able to control how government-employed scientists communicate with media and the public",Politics & Law,Ideology,,"259","Yes, the government can set communications policy for it's scientists.",1,"1","2013/04/04 07:57:03","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"17-132-259","132","Should the Canadian Federal Government be able to control how government-employed scientists communicate with media and the public",Society,Access to Information,,"259","Yes, the government can set communications policy for it's scientists.",1,"1","2013/04/04 07:57:03","709b80df3b0a268c6593d1eb6328d417","Male","J3V 3X5","ca","undefined","Saint-Bruno","Christian (Cath or Prod)","Caucasian","$100,000 - $149,999","Widowed","University","Straight",">50","3","3","3","3"
"1-136-268","136","Should the sale of bottled water be permitted",Business & Economics,Industries,Consumer Goods,"268","No",1,"1","2013/04/07 16:02:55","50347a3f14aea923e9f8eac867fd3bb1","Male","630090","ru","Новосибирская Область","Новосибирск","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
"1-136-268","136","Should the sale of bottled water be permitted",Business & Economics,Consumerism,,"268","No",1,"1","2013/04/07 16:02:55","50347a3f14aea923e9f8eac867fd3bb1","Male","630090","ru","Новосибирская Область","Новосибирск","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3","3","3","3"
